id,name,url,image_url,phone,rating,review_count,address,latitude,longitude,price,categories,transactions,business_hours,is_closed
B09WOy0W83Od-Xw4xEXxog,Roma Antica,https://www.yelp.com/biz/roma-antica-san-francisco-3?adjust_creative=n70A43OiB44OyQAzeWieZQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=n70A43OiB44OyQAzeWieZQ,https://s3-media1.fl.yelpcdn.com/bphoto/uPPwdSVkRw4hrRQTynvJBA/o.jpg,+14158964281,4.5,1581,"3242 Scott St, San Francisco, CA 94123",37.79989,-122.4408,$$,"Pizza, Italian, Pasta Shops","pickup, delivery","[{""open"": [{""is_overnight"": false, ""start"": ""1100"", ""end"": ""2200"", ""day"": 0}, {""is_overnight"": false, ""start"": ""1100"", ""end"": ""2200"", ""day"": 1}, {""is_overnight"": false, ""start"": ""1100"", ""end"": ""2200"", ""day"": 2}, {""is_overnight"": false, ""start"": ""1100"", ""end"": ""2200"", ""day"": 3}, {""is_overnight"": false, ""start"": ""1100"", ""end"": ""2300"", ""day"": 4}, {""is_overnight"": false, ""start"": ""1100"", ""end"": ""2300"", ""day"": 5}, {""is_overnight"": false, ""start"": ""1100"", ""end"": ""2200"", ""day"": 6}], ""hours_type"": ""REGULAR"", ""is_open_now"": true}]",False
n6L5VIGunR51-D55C-eYeQ,Foreign Cinema,https://www.yelp.com/biz/foreign-cinema-san-francisco?adjust_creative=n70A43OiB44OyQAzeWieZQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=n70A43OiB44OyQAzeWieZQ,https://s3-media3.fl.yelpcdn.com/bphoto/cw5y2LSOIE-EVNjKK_d7SQ/o.jpg,+14156487600,4.0,5664,"2534 Mission St, San Francisco, CA 94110",37.75637,-122.41925,$$$,"Breakfast & Brunch, Mediterranean, Cocktail Bars",delivery,"[{""open"": [{""is_overnight"": false, ""start"": ""1700"", ""end"": ""2130"", ""day"": 0}, {""is_overnight"": false, ""start"": ""1700"", ""end"": ""2200"", ""day"": 1}, {""is_overnight"": false, ""start"": ""1700"", ""end"": ""2200"", ""day"": 2}, {""is_overnight"": false, ""start"": ""1700"", ""end"": ""2200"", ""day"": 3}, {""is_overnight"": false, ""start"": ""1700"", ""end"": ""2200"", ""day"": 4}, {""is_overnight"": false, ""start"": ""1100"", ""end"": ""1500"", ""day"": 5}, {""is_overnight"": false, ""start"": ""1700"", ""end"": ""2200"", ""day"": 5}, {""is_overnight"": false, ""start"": ""1100"", ""end"": ""1500"", ""day"": 6}, {""is_overnight"": false, ""start"": ""1700"", ""end"": ""2100"", ""day"": 6}], ""hours_type"": ""REGULAR"", ""is_open_now"": true}]",False
kWrVV4mS-SLy-Ph_DeJSAg,Crab House at Pier 39,https://www.yelp.com/biz/crab-house-at-pier-39-san-francisco-3?adjust_creative=n70A43OiB44OyQAzeWieZQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=n70A43OiB44OyQAzeWieZQ,https://s3-media3.fl.yelpcdn.com/bphoto/yZZ1KoVD8PsbnOI6_2Dt5Q/o.jpg,+14159309400,3.9,3364,"203 C Pier 39, San Francisco, CA 94133",37.80916161,-122.41040192,$$,Seafood,"restaurant_reservation, delivery","[{""open"": [{""is_overnight"": false, ""start"": ""1100"", ""end"": ""2200"", ""day"": 0}, {""is_overnight"": false, ""start"": ""1100"", ""end"": ""2200"", ""day"": 1}, {""is_overnight"": false, ""start"": ""1100"", ""end"": ""2200"", ""day"": 2}, {""is_overnight"": false, ""start"": ""1100"", ""end"": ""2200"", ""day"": 3}, {""is_overnight"": false, ""start"": ""1100"", ""end"": ""2200"", ""day"": 4}, {""is_overnight"": false, ""start"": ""1100"", ""end"": ""2200"", ""day"": 5}, {""is_overnight"": false, ""start"": ""1100"", ""end"": ""2200"", ""day"": 6}], ""hours_type"": ""REGULAR"", ""is_open_now"": true}]",False
4KfQnlcSu4bbTqnvGdGptw,Beretta Valencia,https://www.yelp.com/biz/beretta-valencia-san-francisco-3?adjust_creative=n70A43OiB44OyQAzeWieZQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=n70A43OiB44OyQAzeWieZQ,https://s3-media2.fl.yelpcdn.com/bphoto/HKxMJ8q8fzOY76hy7ACIag/o.jpg,+14156951199,4.0,4257,"1199 Valencia St, San Francisco, CA 94110",37.7538556,-122.420628,$$,"Italian, Pizza, Breakfast & Brunch",pickup,"[{""open"": [{""is_overnight"": false, ""start"": ""1700"", ""end"": ""2200"", ""day"": 0}, {""is_overnight"": false, ""start"": ""1700"", ""end"": ""2200"", ""day"": 1}, {""is_overnight"": false, ""start"": ""1700"", ""end"": ""2200"", ""day"": 2}, {""is_overnight"": false, ""start"": ""1700"", ""end"": ""2200"", ""day"": 3}, {""is_overnight"": false, ""start"": ""1700"", ""end"": ""2330"", ""day"": 4}, {""is_overnight"": false, ""start"": ""1100"", ""end"": ""2330"", ""day"": 5}, {""is_overnight"": false, ""start"": ""1100"", ""end"": ""2200"", ""day"": 6}], ""hours_type"": ""REGULAR"", ""is_open_now"": true}]",False
dY0Mc_PHH6nLENvWmVtwxQ,Daeho Kalbijjim & Beef Soup,https://www.yelp.com/biz/daeho-kalbijjim-and-beef-soup-san-francisco-9?adjust_creative=n70A43OiB44OyQAzeWieZQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=n70A43OiB44OyQAzeWieZQ,https://s3-media4.fl.yelpcdn.com/bphoto/HzzU5aVz-eUYJIPdnNGL0A/o.jpg,+14155631388,4.5,2141,"1620 Post St, San Francisco, CA 94115",37.78601,-122.42858,$$$,"Korean, Soup, Noodles","delivery, pickup, restaurant_reservation","[{""open"": [{""is_overnight"": false, ""start"": ""1100"", ""end"": ""1430"", ""day"": 0}, {""is_overnight"": false, ""start"": ""1630"", ""end"": ""2100"", ""day"": 0}, {""is_overnight"": false, ""start"": ""1100"", ""end"": ""1430"", ""day"": 1}, {""is_overnight"": false, ""start"": ""1630"", ""end"": ""2100"", ""day"": 1}, {""is_overnight"": false, ""start"": ""1100"", ""end"": ""1430"", ""day"": 2}, {""is_overnight"": false, ""start"": ""1630"", ""end"": ""2100"", ""day"": 2}, {""is_overnight"": false, ""start"": ""1100"", ""end"": ""1430"", ""day"": 3}, {""is_overnight"": false, ""start"": ""1630"", ""end"": ""2100"", ""day"": 3}, {""is_overnight"": false, ""start"": ""1100"", ""end"": ""1430"", ""day"": 4}, {""is_overnight"": false, ""start"": ""1630"", ""end"": ""2100"", ""day"": 4}, {""is_overnight"": false, ""start"": ""1030"", ""end"": ""2100"", ""day"": 5}, {""is_overnight"": false, ""start"": ""1030"", ""end"": ""2100"", ""day"": 6}], ""hours_type"": ""REGULAR"", ""is_open_now"": true}]",False
i09UMzccKgyLwGYKDVP28w,Surisan,https://www.yelp.com/biz/surisan-san-francisco?adjust_creative=n70A43OiB44OyQAzeWieZQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=n70A43OiB44OyQAzeWieZQ,https://s3-media3.fl.yelpcdn.com/bphoto/TRmQFBMztDCAlp_ol7IMbA/o.jpg,+14157718449,4.3,3715,"505 Beach St, San Francisco, CA 94133",37.80678,-122.41756,$$,"Korean, New American, Breakfast & Brunch","pickup, delivery, restaurant_reservation","[{""open"": [{""is_overnight"": false, ""start"": ""0900"", ""end"": ""1400"", ""day"": 0}, {""is_overnight"": false, ""start"": ""1700"", ""end"": ""2100"", ""day"": 0}, {""is_overnight"": false, ""start"": ""0900"", ""end"": ""1400"", ""day"": 1}, {""is_overnight"": false, ""start"": ""1700"", ""end"": ""2100"", ""day"": 1}, {""is_overnight"": false, ""start"": ""0900"", ""end"": ""1400"", ""day"": 2}, {""is_overnight"": false, ""start"": ""1700"", ""end"": ""2100"", ""day"": 2}, {""is_overnight"": false, ""start"": ""0900"", ""end"": ""1400"", ""day"": 3}, {""is_overnight"": false, ""start"": ""1700"", ""end"": ""2100"", ""day"": 3}, {""is_overnight"": false, ""start"": ""0900"", ""end"": ""1400"", ""day"": 4}, {""is_overnight"": false, ""start"": ""1700"", ""end"": ""2100"", ""day"": 4}, {""is_overnight"": false, ""start"": ""0900"", ""end"": ""1500"", ""day"": 5}, {""is_overnight"": false, ""start"": ""1700"", ""end"": ""2100"", ""day"": 5}, {""is_overnight"": false, ""start"": ""0900"", ""end"": ""1500"", ""day"": 6}, {""is_overnight"": false, ""start"": ""1700"", ""end"": ""2100"", ""day"": 6}], ""hours_type"": ""REGULAR"", ""is_open_now"": true}]",False
wEpiKz--Z2b1q_FSCCNiow,Lolinda,https://www.yelp.com/biz/lolinda-san-francisco?adjust_creative=n70A43OiB44OyQAzeWieZQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=n70A43OiB44OyQAzeWieZQ,https://s3-media2.fl.yelpcdn.com/bphoto/M8J3ehcOIRRI8ys1Q0hxtw/o.jpg,+14155506970,4.2,2468,"2518 Mission St, San Francisco, CA 94110",37.756697272864145,-122.4190795,$$$,"Steakhouses, Tapas/Small Plates, Latin American",delivery,"[{""open"": [{""is_overnight"": false, ""start"": ""1730"", ""end"": ""2200"", ""day"": 1}, {""is_overnight"": false, ""start"": ""1730"", ""end"": ""2200"", ""day"": 2}, {""is_overnight"": false, ""start"": ""1730"", ""end"": ""2200"", ""day"": 3}, {""is_overnight"": false, ""start"": ""1730"", ""end"": ""2300"", ""day"": 4}, {""is_overnight"": false, ""start"": ""1730"", ""end"": ""2300"", ""day"": 5}, {""is_overnight"": false, ""start"": ""1730"", ""end"": ""2200"", ""day"": 6}], ""hours_type"": ""REGULAR"", ""is_open_now"": true}]",False
8kck3-K4zYKTJbJko0JlXQ,Farmhouse Kitchen Thai Cuisine,https://www.yelp.com/biz/farmhouse-kitchen-thai-cuisine-san-francisco?adjust_creative=n70A43OiB44OyQAzeWieZQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=n70A43OiB44OyQAzeWieZQ,https://s3-media4.fl.yelpcdn.com/bphoto/kUlEaPpv0JGlHG_nrPr7wQ/o.jpg,+14158142920,4.1,3917,"710 Florida St, San Francisco, CA 94110",37.760192883932795,-122.4114188698492,$$,"Thai, Coffee & Tea, Cocktail Bars","pickup, restaurant_reservation, delivery","[{""open"": [{""is_overnight"": false, ""start"": ""1130"", ""end"": ""1400"", ""day"": 0}, {""is_overnight"": false, ""start"": ""1700"", ""end"": ""2030"", ""day"": 0}, {""is_overnight"": false, ""start"": ""1130"", ""end"": ""1400"", ""day"": 1}, {""is_overnight"": false, ""start"": ""1700"", ""end"": ""2030"", ""day"": 1}, {""is_overnight"": false, ""start"": ""1130"", ""end"": ""1400"", ""day"": 2}, {""is_overnight"": false, ""start"": ""1700"", ""end"": ""2030"", ""day"": 2}, {""is_overnight"": false, ""start"": ""1130"", ""end"": ""1400"", ""day"": 3}, {""is_overnight"": false, ""start"": ""1700"", ""end"": ""2030"", ""day"": 3}, {""is_overnight"": false, ""start"": ""1130"", ""end"": ""1400"", ""day"": 4}, {""is_overnight"": false, ""start"": ""1700"", ""end"": ""2130"", ""day"": 4}, {""is_overnight"": false, ""start"": ""1200"", ""end"": ""1500"", ""day"": 5}, {""is_overnight"": false, ""start"": ""1630"", ""end"": ""2130"", ""day"": 5}, {""is_overnight"": false, ""start"": ""1200"", ""end"": ""1500"", ""day"": 6}, {""is_overnight"": false, ""start"": ""1630"", ""end"": ""2030"", ""day"": 6}], ""hours_type"": ""REGULAR"", ""is_open_now"": true}]",False
lJAGnYzku5zSaLnQ_T6_GQ,Brenda's French Soul Food,https://www.yelp.com/biz/brendas-french-soul-food-san-francisco-6?adjust_creative=n70A43OiB44OyQAzeWieZQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=n70A43OiB44OyQAzeWieZQ,https://s3-media3.fl.yelpcdn.com/bphoto/nntEPbqvee_Yr4MCpwczAQ/o.jpg,+14153458100,4.2,12421,"652 Polk St, San Francisco, CA 94102",37.78293188826236,-122.41892116504653,$$,"Breakfast & Brunch, Southern, Cajun/Creole",pickup,"[{""open"": [{""is_overnight"": false, ""start"": ""0800"", ""end"": ""2000"", ""day"": 0}, {""is_overnight"": false, ""start"": ""0800"", ""end"": ""1500"", ""day"": 1}, {""is_overnight"": false, ""start"": ""0800"", ""end"": ""2000"", ""day"": 2}, {""is_overnight"": false, ""start"": ""0800"", ""end"": ""2000"", ""day"": 3}, {""is_overnight"": false, ""start"": ""0800"", ""end"": ""2000"", ""day"": 4}, {""is_overnight"": false, ""start"": ""0800"", ""end"": ""2000"", ""day"": 5}, {""is_overnight"": false, ""start"": ""0800"", ""end"": ""2000"", ""day"": 6}], ""hours_type"": ""REGULAR"", ""is_open_now"": true}]",False
HaAb_L9zVNLjJwrBkSf_Vw,Pier Market Seafood Restaurant,https://www.yelp.com/biz/pier-market-seafood-restaurant-san-francisco-2?adjust_creative=n70A43OiB44OyQAzeWieZQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=n70A43OiB44OyQAzeWieZQ,https://s3-media2.fl.yelpcdn.com/bphoto/s_EhPFXzOnue-RjrqasWGA/o.jpg,+14159155600,4.0,3217,"2 Beach St, San Francisco, CA 94133",37.8090291,-122.4103136,$$$,"Seafood, Bars, Sandwiches",restaurant_reservation,"[{""open"": [{""is_overnight"": false, ""start"": ""1100"", ""end"": ""2200"", ""day"": 0}, {""is_overnight"": false, ""start"": ""1100"", ""end"": ""2200"", ""day"": 1}, {""is_overnight"": false, ""start"": ""1100"", ""end"": ""2200"", ""day"": 2}, {""is_overnight"": false, ""start"": ""1100"", ""end"": ""2200"", ""day"": 3}, {""is_overnight"": false, ""start"": ""1100"", ""end"": ""2200"", ""day"": 4}, {""is_overnight"": false, ""start"": ""1100"", ""end"": ""2200"", ""day"": 5}, {""is_overnight"": false, ""start"": ""1100"", ""end"": ""2200"", ""day"": 6}], ""hours_type"": ""REGULAR"", ""is_open_now"": true}]",False
CYttYTEiQuhSfo3SEh79fA,Shizen Vegan Sushi Bar & Izakaya,https://www.yelp.com/biz/shizen-vegan-sushi-bar-and-izakaya-san-francisco?adjust_creative=n70A43OiB44OyQAzeWieZQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=n70A43OiB44OyQAzeWieZQ,https://s3-media2.fl.yelpcdn.com/bphoto/YaNXc2rtnOQ-41N27Oq9Mg/o.jpg,+14156785767,4.5,2622,"370 14th St, San Francisco, CA 94103",37.7683096,-122.4216669,$$$,"Sushi Bars, Vegan, Izakaya",restaurant_reservation,"[{""open"": [{""is_overnight"": false, ""start"": ""1700"", ""end"": ""2100"", ""day"": 0}, {""is_overnight"": false, ""start"": ""1700"", ""end"": ""2100"", ""day"": 1}, {""is_overnight"": false, ""start"": ""1700"", ""end"": ""2100"", ""day"": 2}, {""is_overnight"": false, ""start"": ""1700"", ""end"": ""2100"", ""day"": 3}, {""is_overnight"": false, ""start"": ""1600"", ""end"": ""2130"", ""day"": 4}, {""is_overnight"": false, ""start"": ""1600"", ""end"": ""2130"", ""day"": 5}, {""is_overnight"": false, ""start"": ""1630"", ""end"": ""2100"", ""day"": 6}], ""hours_type"": ""REGULAR"", ""is_open_now"": true}]",False
